"","id","name","type","address","street_one","street_two","city","state","zip_code","location_description","date_from","date_to","open_time1","close_time1","open_time2","close_time2","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","SNAP","WIC","FMNP","fresh_produce.healthy","MRFEI_score","latitude","longitude"
"624",NA,"Ruthfred Market","Convenience Store","3400 Suite 4 South Park Rd",NA,NA,NA,"PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321783,-80.057607
"625",NA,"S & S Express Food Mart","Convenience Store","922 Main St",NA,NA,NA,"PA",15215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.494685,-79.932775
"626",NA,"Salem's Market","Convenience Store","2923 Penn Av",NA,NA,NA,"PA",15201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.458405,-79.973699
"627",NA,"Samba Mini Mart","Convenience Store","2520 Bedford Av",NA,NA,NA,"PA",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.450651,-79.972121
"628",NA,"Sam's Market","Convenience Store","1712 5th Ave",NA,NA,NA,"PA",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438268,-79.982097
"629",NA,"Seoul Mart","Convenience Store","4701 5th Ave",NA,NA,NA,"PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447245,-79.947201
"630",NA,"SG Management Services","Convenience Store","9411 University Blvd",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.501966,-80.221436
"631",NA,"Shadyside Market","Convenience Store","5414 Walnut St",NA,NA,NA,"PA",15232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.450679,-79.934926
"632",NA,"Sheetz #115","Convenience Store","8607 Perry Hwy",NA,NA,NA,"PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.561828,-80.039532
"633",NA,"Sheetz #130","Convenience Store","899 Freeport Rd",NA,NA,NA,"PA",15030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.582036,-79.778802
"634",NA,"Sheetz #189","Convenience Store","1505 Pikettsburgh St",NA,NA,NA,"PA",15024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.541803,-79.798793
"635",NA,"Sheetz #190","Convenience Store","2003 Golden Mile Hwy",NA,NA,NA,"PA",15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.454908,-79.711646
"636",NA,"Sheetz #253","Convenience Store","251 Curry Hollow Rd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.336173,-79.970867
"637",NA,"Sheetz #277","Convenience Store","12000 Perry Hwy",NA,NA,NA,"PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.634005,-80.059307
"638",NA,"Sheetz #327","Convenience Store","2100 Mosside Blvd",NA,NA,NA,"PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39754,-79.768583
"639",NA,"Sheetz #353","Convenience Store","5410 Campbells Run Rd",NA,NA,NA,"PA",15205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.448,-80.157482
"640",NA,"Sheetz #360","Convenience Store","3954 Wm Penn Hwy",NA,NA,NA,"PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.437687,-79.774258
"641",NA,"Sheetz #376","Convenience Store","1000 Clairton Blvd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.320335,-79.942773
"642",NA,"Sheetz #379","Convenience Store","9002 University Blvd",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.503227,-80.222988
"643",NA,"Sheetz #459","Convenience Store","2175 Hulton Rd",NA,NA,NA,"PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.526468,-79.817038
"644",NA,"Sheetz #468","Convenience Store","3457 Wm Penn Highway",NA,NA,NA,"PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43046,-79.811288
"645",NA,"Sheetz #476","Convenience Store","3025 Babcock Blvd",NA,NA,NA,"PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.514787,-80.009388
"646",NA,"Sheetz #515","Convenience Store","4599 Library Rd",NA,NA,NA,"PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.350845,-80.022411
"647",NA,"Shenderovich In & Out Market","Convenience Store","1101 Powers Run Rd",NA,NA,NA,"PA",15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.510035,-79.855995
"648",NA,"Shenot's Farm Market","Convenience Store","3754 Wexford Run Rd",NA,NA,NA,"PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.625993,-80.079141
"649",NA,"Shop N Go One","Convenience Store","6001 Buttermilk Hollow Rd",NA,NA,NA,"PA",15207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.362516,-79.907245
"650",NA,"Shuman's Market","Convenience Store","7210 Frankstown Av",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457053,-79.89605
"651",NA,"Sil's","Convenience Store","6000 Noblestown Rd",NA,NA,NA,"PA",15071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.398362,-80.187505
"652",NA,"Smithfield News","Convenience Store","115 Smithfield St",NA,NA,NA,"PA",15222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43772,-80.000475
"653",NA,"Soergel's Orchards","Convenience Store","2573 Brandt School Rd",NA,NA,NA,"PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.61395,-80.092426
"654",NA,"Sophia's","Convenience Store","2918 Walnut St",NA,NA,NA,"PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.331257,-79.845268
"655",NA,"Soup Du Jour","Convenience Store","2228 W Hardies Rd",NA,NA,NA,"PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.594321,-79.969859
"656",NA,"South Fayette Sunoco","Convenience Store","140 Millers Run Rd",NA,NA,NA,"PA",15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.357055,-80.119649
"657",NA,"South Park Convenience Store","Convenience Store","5660 Brownsville Rd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.330738,-79.987682
"658",NA,"Speedway #2900","Convenience Store","4830 Wm Penn Highway",NA,NA,NA,"PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.427386,-79.718529
"659",NA,"Speedway #2901","Convenience Store","4380 Old Wm Penn Highway",NA,NA,NA,"PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.443721,-79.767945
"660",NA,"Speedway #2902","Convenience Store","4420 Browns Highwayll Rd",NA,NA,NA,"PA",15217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.419217,-79.92745
"661",NA,"Speedway #2905","Convenience Store","303 Hulton Rd",NA,NA,NA,"PA",15139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.526263,-79.842197
"662",NA,"Speedway #2906","Convenience Store","1700 Lincoln Highway",NA,NA,NA,"PA",15137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.369983,-79.786291
"663",NA,"Speedway #2910","Convenience Store","5701 Grand Av",NA,NA,NA,"PA",15225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.511928,-80.131934
"664",NA,"Speedway #2911","Convenience Store","1200 Long Run Rd",NA,NA,NA,"PA",15131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.333078,-79.812564
"665",NA,"Speedway #6503","Convenience Store","2325 5th Ave",NA,NA,NA,"PA",15132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.353945,-79.837531
"666",NA,"Speedy Food Mart","Convenience Store","1602 5th Av",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.513292,-80.153687
"667",NA,"St Clair Mini Mart","Convenience Store","2520 WasHighwayngton Rd",NA,NA,NA,"PA",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.318801,-80.088453
"668",NA,"Stetor's Red Hot Dollar","Convenience Store","706 Monongahela Ave",NA,NA,NA,"PA",15045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.324036,-79.892756
"669",NA,"Stop - N - Go","Convenience Store","21 Yost Blvd",NA,NA,NA,"PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.414006,-79.847312
"670",NA,"Stop N Shop","Convenience Store","2110 Ardmore Blvd",NA,NA,NA,"PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.419144,-79.849932
"671",NA,"Sub Stop-Marathon","Convenience Store","2929 Saw Mill Run Blvd",NA,NA,NA,"PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.377249,-79.98595
"672",NA,"Sultan Bey","Convenience Store","4601 Centre Av",NA,NA,NA,"PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.452112,-79.951943
"673",NA,"Sunoco","Convenience Store","304 Freeport Rd",NA,NA,NA,"PA",15215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.489247,-79.903111
"674",NA,"Sunoco #7144","Convenience Store","195 N Craig St",NA,NA,NA,"PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.449447,-79.950929
"675",NA,"Sunoco #7278","Convenience Store","339 Cochran Rd",NA,NA,NA,"PA",15228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.382679,-80.052638
"676",NA,"Sunoco #7279","Convenience Store","3505 Library Rd",NA,NA,NA,"PA",15234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.366409,-80.014537
"677",NA,"Sunoco #7353","Convenience Store","300 Grant Av",NA,NA,NA,"PA",15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.479566,-79.972147
"678",NA,"Sunoco #7359","Convenience Store","5600 Wm Flynn Hwy",NA,NA,NA,"PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.636567,-79.942271
"679",NA,"Sunoco #7374","Convenience Store","4638 Clairton Blvd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.355642,-79.980084
"680",NA,"Sunoco #7375","Convenience Store","310 Cedar Ave",NA,NA,NA,"PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45136,-80.000589
"681",NA,"Sunoco #7414","Convenience Store","4528 OHighwayo River Blvd",NA,NA,NA,"PA",15202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.492161,-80.061419
"682",NA,"Sunoco #7416","Convenience Store","900 Butler St",NA,NA,NA,"PA",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.511533,-79.946579
"683",NA,"Sunoco #7501","Convenience Store","521 Lincoln Hwy",NA,NA,NA,"PA",15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.384197,-79.823629
"684",NA,"Sunoco #7508","Convenience Store","1001 WasHighwayngton Pikeke",NA,NA,NA,"PA",15017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.364368,-80.109853
"685",NA,"Sunoco / Banksville","Convenience Store","1721 Banksville Rd",NA,NA,NA,"PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.408932,-80.031892
"686",NA,"Sunoco / Brookline","Convenience Store","533 Brookline Blvd",NA,NA,NA,"PA",15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395893,-80.022597
"687",NA,"Sunoco A Plus #7517","Convenience Store","3299 Saw Mill Run Blvd",NA,NA,NA,"PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.375975,-79.983538
"688",NA,"Sunoco A Plus Mini Market","Convenience Store","3100 W Liberty Av",NA,NA,NA,"PA",15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.391603,-80.038999
"689",NA,"Sunoco A Plus Mini Market","Convenience Store","7701 Penn Ave",NA,NA,NA,"PA",15221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.446748,-79.893321
"690",NA,"Sunoco A Plus Mini Market","Convenience Store","104 Clairton Blvd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.338699,-79.959854
"691",NA,"Sunoco A Plus Mini Market","Convenience Store","514 N Highwayghland Ave",NA,NA,NA,"PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.466264,-79.922323
"692",NA,"Sunoco A Plus Mini Market #7372","Convenience Store","7403 WasHighwayngton Ave",NA,NA,NA,"PA",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.420313,-79.889086
"693",NA,"Sunoco A Plus Mini Mart","Convenience Store","427 Brownsville Rd",NA,NA,NA,"PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.412254,-79.989191
"694",NA,"Sunoco A Plus Mini Mart","Convenience Store","1969 Lincoln Wa",NA,NA,NA,"PA",15131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.339782,-79.810729
"695",NA,"Sunoco A Plus Mini Mart","Convenience Store","2350 Centre Ave",NA,NA,NA,"PA",15213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.445465,-79.972421
"696",NA,"Sunoco A Plus Mini Mart #6968","Convenience Store","600 Rodi Rd",NA,NA,NA,"PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.449297,-79.827395
"697",NA,"Sunoco A-Plus Mini Market #7485","Convenience Store","4779 Liberty Ave",NA,NA,NA,"PA",15224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.46105,-79.947308
"698",NA,"Sunoco Choice Tobacco & Food Mart","Convenience Store","1855 Haymaker Rd",NA,NA,NA,"PA",15146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39172,-79.765819
"699",NA,"Sunoco Mini Market","Convenience Store","9100 Perry Hwy",NA,NA,NA,"PA",15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.572347,-80.036602
"700",NA,"Sunoco Mini Mart","Convenience Store","6700 University Blvd",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51784,-80.220393
"701",NA,"Sunoco Mini Mart","Convenience Store","1643 Arlington Ave",NA,NA,NA,"PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.417998,-79.986695
"702",NA,"Sunoco Mini Mart #0364070303","Convenience Store","127 Mcmurray Rd",NA,NA,NA,"PA",15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.326526,-80.065544
"703",NA,"Sunrise Sunoco A Plus","Convenience Store","1329 Babcock Blvd",NA,NA,NA,"PA",15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.495733,-79.97691
"704",NA,"Super Mart","Convenience Store","1761 Pikene Hollow Rd",NA,NA,NA,"PA",15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.475685,-80.100421
"705",NA,"Super One Convience Store","Convenience Store","2601 S Braddock Ave",NA,NA,NA,"PA",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.415715,-79.876671
"706",NA,"Super Stop","Convenience Store","430 Kenmawr Ave",NA,NA,NA,"PA",15104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41182,-79.876268
"707",NA,"Taste Buds Convenience Store","Convenience Store","1 Virginia Ave",NA,NA,NA,"PA",15211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.429072,-80.00699
"708",NA,"The Elliott's Town Market","Convenience Store","928 Chartiers Av",NA,NA,NA,"PA",15220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.444006,-80.04029
"709",NA,"TJ's Deli Mart #1","Convenience Store","357 Lincoln Av",NA,NA,NA,"PA",15057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.371517,-80.229326
"710",NA,"Today's Market","Convenience Store","612 Allegheny River Blvd",NA,NA,NA,"PA",15139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51945,-79.842297
"711",NA,"Tokyo Japanese Food Store","Convenience Store","5855 Ellsworth Ave",NA,NA,NA,"PA",15232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.457633,-79.929286
"712",NA,"Trail View","Convenience Store","209 Industry Rd",NA,NA,NA,"PA",15018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.272498,-79.797693
"713",NA,"Triangle Mart","Convenience Store","101 Amanda St",NA,NA,NA,"PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.414525,-79.988346
"714",NA,"Uni-Mart","Convenience Store","852 5th Av",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.518311,-80.167154
"715",NA,"Uni-Mart","Convenience Store","1926 Brownsville Rd",NA,NA,NA,"PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395132,-79.987094
"716",NA,"Uni-Mart","Convenience Store","298 Knoedler Rd",NA,NA,NA,"PA",15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.341799,-79.981533
"717",NA,"Uni-Mart","Convenience Store","101 Fern Hollow Rd",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.520986,-80.192876
"718",NA,"Uni-Mart","Convenience Store","2321 Worton Blvd",NA,NA,NA,"PA",15122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.360136,-79.87158
"719",NA,"Uni-Mart","Convenience Store","1601 Lowrie St",NA,NA,NA,"PA",15212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.462532,-79.982963
"720",NA,"Uni-Mart","Convenience Store","830 Allegheny River Blvd",NA,NA,NA,"PA",15139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.524583,-79.840752
"721",NA,"Uni-Mart #94634","Convenience Store","748 Brownsville Rd",NA,NA,NA,"PA",15210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.408719,-79.991558
"722",NA,"Up Town Minimart","Convenience Store","1800 Forbes Av",NA,NA,NA,"PA",15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.437327,-79.981323
"723",NA,"Valero / Sitaram Oil Corporation","Convenience Store","2000 Braddock Av",NA,NA,NA,"PA",15218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.422065,-79.88589
"724",NA,"Valero Gas / Bethel Park","Convenience Store","3405 South Park Rd",NA,NA,NA,"PA",15102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.321473,-80.057088
"725",NA,"Valero Provost","Convenience Store","244 Provost Rd",NA,NA,NA,"PA",15227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.37529,-79.994278
"726",NA,"Verona Exxon","Convenience Store","4901 Allegheny River Blvd",NA,NA,NA,"PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.485246,-79.856075
"727",NA,"Verona Sunoco","Convenience Store","280 Hulton Rd",NA,NA,NA,"PA",15147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.489132,-79.819982
"728",NA,"Vitamin Gallery","Convenience Store","880 Butler St",NA,NA,NA,"PA",15223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.511559,-79.945112
"729",NA,"W B Convenience","Convenience Store","801 W Main St",NA,NA,NA,"PA",15106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.401268,-80.095411
"730",NA,"Wagner's Market","Convenience Store","4978 Middle Rd",NA,NA,NA,"PA",15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.605057,-79.926116
"731",NA,"Walgreens #09043","Convenience Store","1701 Wm Flynn Hwy",NA,NA,NA,"PA",15116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.538724,-79.963405
"732",NA,"Walgreens #09281","Convenience Store","5956 Centre Av",NA,NA,NA,"PA",15206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.459326,-79.926757
"733",NA,"Walgreens #10282","Convenience Store","30 Pikene Creek Rd",NA,NA,NA,"PA",15090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.58623,-80.043109
"734",NA,"Walgreens #10917","Convenience Store","6906 University Blvd",NA,NA,NA,"PA",15108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.517729,-80.221197
"735",NA,"Walgreens #9345","Convenience Store","10707 Frankstown Rd",NA,NA,NA,"PA",15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.461125,-79.841874
"736",NA,"Walgreens #9803","Convenience Store","324 Hulton Rd",NA,NA,NA,"PA",15139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.525375,-79.841699
"737",NA,"Welmart","Convenience Store","200 Alter Rd",NA,NA,NA,"PA",15065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.667086,-79.712426
"738",NA,"West Liberty BP","Convenience Store","1829 Liberty Ave",NA,NA,NA,"PA",15226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.405626,-80.018414
"739",NA,"West View Shell","Convenience Store","411 Perry Highway",NA,NA,NA,"PA",15229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4167,-77.197887
